raw_data,filtered_data
-114162688,13902184.187929744
-179658240,-26685493.672900066
-242659840,16999938.459456753
-9589248,-7086936.961884248
2727680,-23321430.89361621
63559936,1611247.2849333175
45193984,-4538660.311180769
-33073920,-18673732.77478505
-83172608,4775795.610929483
46661632,-2783879.9549164968
-289724160,-7828641.105585779
426670080,29744792.465100903
-161394176,-4164598.605365554
128005888,16635372.561703753
199497216,20167198.42354401
-104764928,-31977332.72888111
-76453376,17199001.38795137
134755840,7662170.371764226
-54395648,8886906.890184762
-112129024,11641764.410299191
33845504,9233016.403363852
-186924800,-3740985.6019417653
154467072,44644315.28156061
-111226880,-16212814.589768909
-9086208,-23230089.927434392
-279261952,-752491.5311266393
78327296,4429731.829347347
109157632,-5513210.993589354
-169755136,1787383.2355921825
48068608,1126292.2180255568
126622976,-22640854.60056787
-285986048,-32635336.768238835
38383872,5437670.180028415
92645376,-13373845.558826078
-193860352,-18086719.079015456
-185194752,-13396311.882503178
155361280,667512.4442614077
58378752,-79406.20188119737
62663168,20147506.08205835
-81199104,-1764109.5783213044
155923200,3239787.203758926
-119026944,-24486225.863210004
28335872,16965454.890015148
-25384192,-25592203.286578078
63984128,16489934.454020012
-43798272,11148885.517905239
28489728,-589201.8233559754
-112656128,-30355268.078670673
-88020736,-3349339.5391606754
-43748608,-16033773.768952902
-211062016,12068294.404443394
98134528,3918438.564229809
-21750272,-33958221.1635084
-88534272,8611170.028051265
49785088,1242585.8391897238
186225152,41205289.8564187
-52508160,14047659.786348775
-43486464,15500419.708828455
140391936,-10800082.76161731
104743936,1809662.4241076503
313674240,397101.2842277588
-69161216,-43653777.45206196
-41540608,-16519009.54507518
-91693312,-486387.32741343894
3619584,7850492.906271547
-128376576,-30710429.666539796
137136128,16004133.467238545
111378432,-17683611.950719886
10352384,-31388666.32345702
-62557440,2734808.6631323565
-3914496,-10330723.875523211
-99004928,-19816801.7864624
-8593152,-30063320.81174858
-43879936,12670233.723985128
-42103552,5311157.886679263
252572160,-16351873.355416829
-55894016,-13657377.610639408
183994880,5915927.924838369
45171200,-35103606.259839505
-139936512,-26028094.76883425
63360768,-93287.04204441556
-79451392,-14854142.03036623
47555584,-17741634.35307781
-9111552,-11626874.882269
-88491008,-17183310.52839244
233913856,4397825.1614989275
-41744896,26085719.682039354
-52794880,-27759419.431763396
-314498304,-21761758.897444088
28414464,3725750.87800601
281684480,41200625.82853664
87662848,12225640.94385995
197198080,-8406131.863564562
-211000320,-46857320.68191281
213495808,-6670748.8474440845
87580672,-30947131.593689512
13265408,5197815.978101422
-45642496,-19193368.9316509
218921472,-11475088.440898817
74103552,-17195504.28807641
9881856,-11045877.516280089
-96044032,21437794.23679691
219190272,-23196930.37251541
-79169024,-8739826.423424676
-200998400,-5032855.412927376
247726592,10726732.767065484
-95521792,350675.0522227634
-115687424,-4403273.114729185
126517760,14802989.806809125
72530432,-10056950.507321784
26536960,-503707.3699950592
77544192,-1731628.3900033191
-97731584,-32621416.838150166
-160636160,23551564.0592256
33990400,29183932.415817946
11211776,25671061.111343987
-65840640,-18286869.61049731
80763136,2190135.890126369
107899904,1346770.6028185054
-66723328,25128491.050725494
51892736,-401080.9774572279
177177600,13946197.77071106
100702208,27000412.90251879
-167488256,-34136765.92196011
170143488,-15625198.272603633
237312768,-27444317.28572427
212166144,-13006228.143844474
52319232,24968281.44551304
181718272,30307161.782611698
161266432,5442201.327653926
76449024,-6972337.482440078
37517312,-34424568.0876402
161837568,7281294.491850131
72774144,2686530.5247729504
-169869056,17996015.24004858
-56565504,676364.3817293837
-31276032,-4022253.2394285128
57569280,6430737.916072077
-47817984,-28149676.03942955
47879936,1050243.4965880113
197331712,15786852.614810824
87947776,31274421.443486262
-67332352,25962957.16803855
63736832,29985629.30135682
7245824,-4619253.664055952
-203752192,-10709743.072154086
19348480,18047758.690519933
171979008,-5199252.807710869
-186418432,-12707664.308837052
-209562368,-3733296.49436897
-249663488,58191297.02493649
126476032,18543769.915564008
-100616448,-26511068.52135657
-46644224,10512622.084213179
-62498048,-33110734.617997967
99883776,6898206.820724802
-22870784,-4046493.2107315976
71363328,17287798.23467141
76828416,43992297.16249404
-192454656,-932465.2520660482
107961088,-20341034.97787773
153029376,7622929.850232616
84815872,-4114029.00122622
93308416,42691430.64723311
38966016,-26206727.80287621
145318656,23015944.650533855
-3601920,-26622611.191897366
-255880704,-23802912.37672799
-262371328,14935544.00542973
-223004672,-55120784.7874264
68663040,-13547608.694894828
36633856,26211768.17417805
80294144,31426015.559136327
-122323200,-824556.8064139951
39057408,4644881.356936697
-99113728,12767545.80736712
146164480,-28840206.05873148
-102094336,27351707.754753083
-12637184,-9582107.771153802
88699136,-5751127.933596362
-231648512,-19250770.12315939
-33918208,-8416367.4785538
-92687616,-18964000.494666785
16546048,-25260953.865557883
-52358400,-19127850.00375674
-122786304,-7351361.567325841
-30652672,-15870364.481719483
-4563456,13176001.02747619
-92641024,11214736.54979954
-216170240,-6351432.985458997
52253696,47030662.97518214
156499968,25788520.13800728
-81550592,-9233355.81069449
-98474752,9865409.488668682
-19923968,-19230702.171963792
-11105536,-5405384.108750991
120262144,27886371.75931586
124064512,2332080.6920947297
38183680,18199544.297212314
354793984,5733710.82823766
-82660096,-6114394.363269394
40087296,16821654.42447042
-2262784,-15067676.504928485
39725056,30306474.55592534
156316672,-6193974.449342659
86411008,7548952.096989909
70536448,-11863483.466320535
-65536000,6464066.971595993
138822144,8459662.555358326
-142778624,9414411.960006611
-227677184,-38115805.086544365
-59997696,27769909.25084608
58383872,6335463.50947228
158388736,-881210.8004147547
-19787776,-20178613.0834027
12896256,-16840019.322338436
105526016,10421948.457287526
123563776,3164717.6273525483
161273088,24702480.099933244
172253184,-12788493.166190071
133812480,19769973.87290393
-37165312,-6936652.606930298
-76622592,-5050195.433839446
-7209216,-24048090.14703494
-38089984,-16656778.75043202
-132118528,16062230.96796594
-95973888,-13164969.028683938
73346048,13828091.358526303
287308288,20791835.10306994
-47021056,-11232907.665182581
67494912,7500980.932697815
-858368,-11980132.80852942
-22899200,6667695.381153551
-92139008,-373031.1095168918
74882304,24757550.54270204
-29369088,-23084264.19888788
78847488,3970268.1852564286
46253824,2385909.644262312
-65692416,13841060.900111325
944668928,19706928.951901715
-103059200,10151194.433617981
20113664,48809239.45584301
5043712,-5009425.571696245
-26080768,-4257462.797243051
144211200,4224920.36826005
-151103232,-11814044.691735992
-160761600,-1151924.5830414249
102169856,1611655.5944030294
-155430400,-11915467.982443966
7398656,21776233.872156415
-8628992,8733882.547051724
-214009344,-33382184.589355636
-35553536,7273028.512397634
90777344,-4759971.408957812
76635648,-4338578.971555602
32265216,17558516.419171154
65975808,17157020.175325666
58948864,-7951756.71087864
-121698304,-9525452.227578146
20126976,-658575.5534473744
54932992,1997556.8962096428
-130888192,35182718.85474375
356045056,-14467819.12994307
92770816,-14427328.307220815
-150852864,4992791.658880034
-24661248,1395327.1644344088
-131216384,13865401.201926563
46256896,31911421.765189715
106688512,-30027726.66875791
14518528,13085661.024353001
-79149056,-14056354.59572044
35609088,-22657898.475199364
-19110144,-17031955.720254697
-30126592,6451034.512738158
-262199552,-33645627.37161709
-116122880,-13962971.94087809
166728448,-4135296.8528128425
116899072,1073388.7546102235
-112608512,16418786.084984701
-95720192,4000054.9762493824
136897280,-21376716.716253664
34905088,210856.28455201496
-60437760,-27916299.75870234
-96366336,326856.62549042836
-7276032,46085058.20113364
237644800,12680387.855791911
-187734528,-3559877.812291911
116540160,-1691502.0040271971
12937216,-31418121.681597505
-247828224,10985339.049782706
33262336,-25827148.526109006
-127625472,389061.6277089692
-101273344,7999985.403755717
75066368,13667859.132963948
-127695360,40525022.94145524
112142592,27214204.297155336
-121798656,61472.079897510266
-46855424,-22345659.969337653
-77435904,6329010.099076253
165655040,8275332.713309562
183919616,-35898129.236034
-114038272,-18983987.961846977
418189312,-952773.2990465986
-205223424,28932172.72647143
111670016,33461521.83870578
-107567104,5511988.7933377
67428352,-21925331.34797167
-133974528,17163946.0105383
-42987264,14459044.220135804
6403328,-9204663.848406339
-54021376,388022.4083009307
13492224,8465928.160430636
-72516608,-4400058.980694618
-32340736,18652279.083265115
125463552,-18515418.716032647
-135779840,8382871.941945857
-174321408,4679660.27328335
126368256,19386916.600837782
-290233856,-9205713.29608275
-17478400,26111806.495987866
-111233024,-8495233.738732584
63795968,-18831057.07295579
-78084096,-9818602.510609189
185656832,34413342.82527387
-131098624,11594291.913476488
80484096,-3759826.6612912086
-50082304,-5797395.45723557
73901056,-22621700.28615278
23579648,13784854.859079907
185206784,-8038653.418280391
-151918080,-7510700.200146372
-44422656,-7276297.818769527
52747520,-16265102.675607357
70218752,14969241.0897519
-83159296,-13018739.48843328
-348708864,-12320345.746091902
60754176,1696500.7637175035
-27934720,22388374.556525175
-38290944,-25990355.94856069
31137280,45321631.33142897
35876352,8681269.93146917
156604416,1014592.0455203876
-44688896,8652992.04354119
176232192,16363099.36631521
-40110848,2570596.1579052177
-79381248,9472647.648071066
44069888,-6571707.559891278
298843648,17211158.971310265
30295552,4142418.8512673196
-93756416,23104385.958927687
102195200,-10008433.167477498
6713600,3028050.6314733312
-73007872,-8804441.910881152
26848000,-17082689.24318507
24926464,108871.2677969103
80241152,13735581.487206817
84087040,25735832.89373102
276197376,28004056.25916218
281716224,549952.9178958029
63198464,-16602606.999994779
-34313472,5495309.19819398
10563072,15827678.810794191
-4610304,8336502.83937153
-48079616,-11939923.825475696
282777856,3952141.2519924566
80424192,-7312401.680794429
-13093376,-33906241.0914338
-106062080,280734.52729883546
113122048,21311150.359698508
54925056,-8821958.89857268
4536064,11414248.061311599
160281856,12566898.811937518
-28042496,-11511315.187224848
25079552,-26840249.837327927
21628672,26617018.382737596
74025472,-18491202.206232645
84614144,19160406.478716683
-32470016,131920.58983166894
-126725120,15030247.383477906
49069824,-34955075.780078776
-279424256,-20844135.584028702
73956608,-10803164.626359794
-153196032,-13397211.006235067
122083840,-2054589.7495049487
53942016,11398237.072369719
272754176,11569415.664415605
33871872,-16138913.279189141
4477952,11748890.224663824
131271424,-3848771.033393086
-362259712,-30817240.64339994
45078528,-8622323.86670686
-94213632,-5825242.2155547505
-172943360,-13615072.081065977
149870592,16302638.118467543
-15623680,23217740.303151987
-153761280,28144593.661873903
219139072,-21308733.828328256
22782464,5067434.261614064
-110937600,8875192.876284756
9455616,-12310944.424772523
-129396224,28549645.447365656
41478656,-6238706.617607774
57458688,3181309.0943792714
-9221376,-14466974.634883188
-101896960,19159384.024098255
-55968512,-13787838.846730866
-67434240,20902447.814194184
-62908160,24607378.709902287
72128512,18272505.827598777
-73352960,-15802146.597470347
-13993984,23139422.41607042
-7778048,-5843772.99416957
-32856320,30939723.622726575
278601984,-28526848.58138612
9406208,20519350.314075604
107699968,-41845270.99768813
54157056,1657403.0909545245
-87024640,5266773.100403724
-186945024,-17258562.768099517
43830016,23394008.125579648
-268348160,-14529709.46655281
41233664,-4505816.52470182
231026688,6490363.977862969
-140177920,-34485769.537137926
-118601728,-10962347.007002003
-1250304,-12978504.713919
-72618752,12917958.368217858
-118059520,-21030330.004876852
-83483904,-15997445.783457628
-153239296,-11065087.985146658
15286272,-23941016.39443576
58719488,11528981.875863153
-178847744,25976429.581653386
171245568,-5946368.293608094
118059264,25881046.582184654
79063808,7490789.53861647
-59613184,-6189238.998136267
122944512,-25751024.051234413
-26687488,3647035.3111549197
165225728,20014400.098351475
-165872384,-20520216.650321342
-147138560,51354997.20360238
-20389632,34213740.19272253
-32070400,-24969416.85313772
-50853632,-8540664.288667379
-116413440,21296483.80438842
-52085760,-5041329.432417546
-328975872,-14881667.068971481
-37069056,-5827140.833688527
3969024,-42020403.73662302
-63398400,-11696504.395433608
-124087552,-8243382.493712972
-20224256,8031724.824436817
8114944,-44111512.320494704
-8542464,18922544.08911962
-101303040,-5770632.16080829
-60432896,487216.29558793013
156839424,15655211.352138462
175435008,26982239.013072718
5787136,19657324.50701505
-78237952,5909577.408798235
78187520,6935330.595000689
-202527232,20965826.988486018
9260800,8483876.60115769
-267365888,14613629.881120065
-102971136,-13312215.050782876
32103424,11317115.831403678
142752000,-14373683.337565653
-68814336,9358350.255541647
52216064,22354535.488968845
151711744,-6662437.5293119205
-2129664,-14515067.931224296
209973504,-5796723.020648092
-214301952,-9174723.208142877
97300480,12310408.592557231
-163096576,1390245.4738097868
34003200,-2070208.5028833237
82246912,22205319.467356734
-107942912,32944205.936725177
-152674048,-15771598.980895024
-65495552,28766294.97202817
81461504,3090002.7697154614
426735872,-4300525.556908931
-106887680,-21639709.446897853
-71059200,5423850.088265672
-252037888,-22032496.936523285
36486144,17710706.120366577
60980480,12889344.666427925
157456640,10487839.502600133
251905024,-31023899.26268505
-98987520,14268970.61277386
107712256,-48752827.29513229
-226353920,-2536565.9366984
-175277824,4595066.186651139
154887680,21773616.23138895
75180800,-14124310.805273345
-100707840,1541153.1928075026
-52275200,-23378408.191059917
5501952,12882605.167158915
55282688,17200412.5552748
139032832,25914116.45023023
135522560,3761178.207014415
-7218688,-4450194.069433725
-65881088,3580167.054170721
45485824,11516520.484758137
83275776,30970.280638853477
-36699648,15435045.713499758
-229552640,13557609.338906858
48177920,2638488.693506674
-251802112,-3043339.4716187306
-210194944,5884770.664129323
55253504,-4772626.201893194
15008768,5599768.903427742
9956608,8399712.387589116
52669184,9553297.670933671
346815488,23129337.61026217
-151996928,4916259.126280149
179098880,-2151322.039062285
-105004800,-29982431.64658615
-61766912,5574936.726704073
-110717952,5496339.4663691595
51195904,-4279420.371762669
271934208,21168402.256885264
-133087744,-9769635.966853244
-32356352,-5188376.5585081605
-133372416,-4490602.442133615
-110993152,11373483.44821666
74985728,-22512391.505529102
166030592,17187893.678958904
-123482368,-48194259.02653367
243024640,13431126.45924901
-14228736,-11623898.978932977
-53817344,-9786126.432420596
159681536,-28478491.471101314
-167246592,13741020.59561635
155692288,6854961.122727111
304820736,9728631.958639331
-106015488,-12773873.280507486
-124044288,-42419254.11945815
-56131072,-1047767.876242241
67804928,5698888.097534373
158196480,15020349.705323191
-145164032,-4988381.134892162
-8704000,17781873.983339604
-54131968,-34640857.59634589
122071040,20316464.791594252
-104776704,-8750901.70819763
70706688,8727774.557945352
39067392,-5091590.056159825
-151925760,-5431586.388995309
381098496,18423795.500856865
-64432128,-18170650.723342393
123355904,13627715.433609227
103370496,24364933.52446102
-37835264,16118404.344325714
86418944,-21958454.595339246
107956480,13514741.77716501
-213746432,8359315.3237120975
34459904,-16362906.334820017
89192192,-1528481.6461912675
78314240,-8978925.904463692
25957888,7001214.49411966
-70708480,4246466.9784898115
220167936,3504922.597598479
290684928,2649993.4450884927
-199716352,26388023.581906483
-113290752,-21883236.85755888
263695616,31132149.681492314
29972480,11935288.673325485
15219968,8343168.883035172
-199206912,11758139.159321852
83745792,3799760.7770972373
-40850432,-6989662.667866899
-219372800,32288078.11612236
154962176,-6021596.148109665
149708544,1755824.9149117733
237884928,7722087.061667962
15235840,-24357985.754293684
49866240,17412174.026299775
-12291328,-4043714.132527681
-168341504,12222894.062929291
149448704,3471307.9987494033
-371033600,-48607598.67545893
187712256,-4927204.643790832
-20982784,12200440.36143809
64202752,-26559499.92276701
-86061824,-6308477.916855049
-99553536,7560684.823172489
35213056,13541342.388578247
32363520,12714510.355614644
-135160064,-20749879.318667646
17611520,-5684157.651957667
-120813312,11064475.569363134
-33998592,-9757576.262552518
34957568,27326583.682180528
-14673152,267232.61927207594
10995712,9650517.05846266
-142366464,-1536809.8712519482
49931520,-22699523.17003434
-73747968,-37790886.48865692
65826304,-8653002.326376539
159205888,5030261.590964246
-234731520,16768294.437785218
111982848,21258443.352011133
126812672,8136909.149626853
-43596032,-12034410.925274873
-10072832,-695852.1651858125
-10860544,24646234.43526187
23086336,547913.0520322731
64394240,10146092.350512858
38466816,17458909.620043717
10665984,15453207.754702799
43568640,4426457.106121291
-84684544,-18670936.426952314
-108715776,-26495101.45249573
-25641216,-12308495.449749095
-151692288,4976044.946042525
-237842944,-2748111.8310003635
178319616,26723115.07601817
-106703616,26112486.782124404
-78569728,-15466395.619478578
-58286592,-1170868.3057754184
-93992960,-5273117.316746473
99791360,39596428.73562952
-95832320,-4811210.4491385035
147320064,-15911844.14127237
163644928,15426091.354411729
-189591552,9513849.419790918
302081536,3383434.36479491
8380672,16868778.284590933
-116869888,-1995037.0464551132
-31547392,-1981930.5948405121
321419008,8236052.571469693
-189695232,-33734905.51710614
6926848,9694595.561512584
69261568,-7957310.364542641
46976256,-6439532.671570177
-234523904,18449182.50944782
-197284864,2430967.291317786
-48220416,14959894.060479488
-40773632,-1796568.51363321
-7877376,-6142905.801671642
15966720,-17463562.31790929
120277248,17064736.12911325
-72577536,-19751239.572358284
-154209280,-20668126.362664722
5014528,-10342796.120519372
-77196032,14291446.82011059
139034880,26017554.721426707
10445056,-241434.95997457634
24110336,-10823314.812245723
-150850304,1764657.109301338
28413696,-29357405.41793864
107173632,2641247.777584414
167789568,4280382.665369765
-14956800,-3537146.2480194145
-66449152,-2381295.2020315165
-235259136,2838961.753959777
4018944,408572.2088772789
-5202432,25593684.943955015
-12251648,5405551.661369546
-166204672,6059262.809653324
-73015552,-23083841.016140215
32258816,18861560.24478328
-92823296,-319259.3965766309
108231680,23108442.14166088
86398720,15938307.491072107
-147502592,-6102928.461044212
29421056,-4804854.109803467
-32528896,8808718.274097262
-166206464,-2268289.146155071
102469120,20428028.00447948
119928064,784070.0593630222
-143061248,13597597.819835844
45872384,25763351.19170003
-106676736,4145762.5513535454
-32566528,-12524698.818646517
82647040,24689138.976865828
9328896,-11546069.535123175
-202017280,1905848.3269326042
140034560,3908234.8495986904
-70350848,-26813568.165254064
10719232,21687414.884057797
-119402496,5582759.557736055
121042944,2928116.527375882
47398400,34004350.08729268
36895488,7774649.857543694
-93592832,6543037.001775779
-76272896,-672345.6781995934
34844416,20452653.05763247
20758272,-19186799.126449075
-94791680,9126259.132884424
27652352,-18789028.304335184
117717248,2107128.312563429
-56407808,16262062.72836895
24346624,-2127751.5817711335
-73092608,9911779.487603141
-219136,-1429792.4749506693
-29716736,-29352849.386169147
386529280,14381038.747992266
-134405376,34611211.59452103
129459456,6104062.301910984
-59708672,-4133797.294553462
-169694720,-13884202.809421899
-114336256,11637215.48560678
100589824,20956546.659975756
-166404864,17918582.727489106
196997888,15824749.073520835
5748736,-8894223.272450639
147547904,28540546.397844564
139220992,23534501.220727302
37623296,9878992.967730615
62390784,7003055.706027809
50093312,7364259.891301683
39031808,-22853976.81558535
204568320,4433681.895851859
-222065664,-74536379.6803498
-231702784,-4758749.631093965
37987328,15730420.178395588
-65022976,-3169230.1684768456
30622720,9690971.860584319
-35410688,842776.009435541
-46899200,-9122663.457629792
72787712,-3692835.396870077
-16142336,-14638118.039501289
-38133504,5294412.79011208
28043264,15334105.181489175
207526912,2310753.3536157836
149991168,9350268.173147421
195295488,-5579972.231284738
64700928,13600135.951399457
-137917952,11854774.363021297
4803072,16917802.0902758
138317568,3327122.0188958826
8070144,10877996.334513694
-89674240,-14866529.946001666
12691968,18915057.660968766
-111741184,3916291.9862068607
168351488,-2322937.5698764613
-60700672,12815046.84522542
-49767936,-14636975.343958734
-90503424,13042147.40455138
-190345984,7515001.438603206
106053120,14617185.345183048
-140862720,3167877.7452345868
-261926912,-1272479.815036928
-82688512,1744293.6084974871
-58895872,-2514408.2439811886
-115750400,22464822.807936803
3946240,-21618863.664130747
-155216128,-13843484.16992693
-24099328,-21720852.645154197
-43251200,14635575.568501202
-88236544,2369308.623038392
69699584,11683817.533594262
43929088,14574312.532737695
5147904,35466403.91416506
-62528768,-15169496.75698275
144190208,-4136087.996249264
-356592640,-24546467.681389596
252079104,36331325.17914035
-52352256,-4429777.274653535
46400512,14935391.885729583
-57338112,3976870.7479887386
-68446464,-9334439.98833357
-49445632,-10176949.928933963
-283372800,-8704959.181017192
-95528704,-18434203.859255258
-173293568,1306174.4437536164
139816192,-14089957.405361231
186918656,-16608019.600763036
-13186816,14364539.736321421
82903040,-8066647.640641932
193074176,19384857.81111169
30595072,9174311.852581734
-474031104,-37424866.73186722
-65153024,3517356.6960849483
-183066880,-26692323.769046012
-46893056,-3775952.4482322973
-229753600,-26692766.377146866
-80163072,-3449830.345135975
-100576000,-27763141.504980892
30513408,12977228.260357874
-118736640,6500758.601359134
-56199168,-5884791.404543044
148382464,5395680.80968156
-77547008,-4684913.062324329
31525888,19473865.525877554
106070784,12798363.464458073
-139114496,10259818.492925586
95743744,4309939.221144801
-70675456,12255721.637895554
19801600,-14680560.82948484
-613888,4892181.634655011
-145199872,-21094446.338541877
-182742784,-8550773.494715808
32224000,29009004.14579826
180573952,26753006.7194862
230436352,13475966.754734201
112096000,-4674990.704196757
22319104,-143300.49656457803
-231299840,-14688803.357144695
29496576,7187480.572421785
-63309056,-8363659.320051666
45163776,-26030.30522401774
30944256,12134683.234735234
-31672832,-16607472.003485313
26177792,3631223.3666269025
-70381824,10441808.830621306
149011200,8381230.597799735
-56729856,16934629.057554185
-156541696,-2145003.765138102
39706112,10371070.514076436
106675200,-6633805.938449695
-7096320,3184556.8318489483
107622912,37985187.816164605
-190962944,-5100646.226653714
138697728,-18456262.003609788
-250618624,-20175423.782877456
141428224,21251316.14032759
-90935040,17869292.039306954
-117339648,-11630651.871615004
3549440,-2128098.5675851954
141202688,17650023.549933054
-86640640,-22006153.49405213
100441600,-16450781.452397523
-165788928,26903178.983169474
52256512,13331623.820307577
31339264,-882943.6898364838
14030592,16053274.210255576
-93863168,-38340963.614896245
207489536,25880239.33708726
102582016,7991717.679402747
-81148672,-553937.1483111093
-57123840,8615697.03177675
90830336,-926721.0555493858
-112562688,8302041.734328088
-71860480,-4301710.775942977
-5001216,6336947.844816317
-66017536,18755498.212425314
-19144192,16130848.517080612
212888320,-7241809.818684904
-11080448,-23367784.220188443
-144411136,-1037310.9659841637
612270080,7065353.263323948
-2415360,10096604.086725345
61451008,22773782.119186115
222139648,22591426.61933423
55730432,2286330.6731819483
-1363712,-8286578.824259789
-15629312,3360372.658921486
-78409472,-33106671.20074902
-9679616,-13158777.848967137
439268096,-1458165.0932056676
-70647296,-6843631.386747455
-21608960,-3775748.8599872156
-240710656,15692315.433859343
-118317312,7545309.126731409
-59899904,9686476.57205481
124328448,4219284.751771496
233144576,15625415.369050976
-8130816,9111413.394270541
44792320,17919820.064716607
-266175488,-13509580.883550948
55567616,7924281.927410497
49144576,37340042.94389291
84147968,22160813.84776831
68766464,21600931.293800086
-290022400,-6027257.833787422
-226562048,28524761.191086486
-74646784,-23052447.014508642
4668416,29574050.68569157
-121394944,2339794.3053772086
-72987392,6993519.767756037
98591232,-31754893.97398611
-106741760,13646226.955543103
169943296,-17944669.685682308
135518720,16653126.435358858
110329600,23381550.68878048
-15034112,-1518523.0931917098
-51738880,19316041.232634965
-160681728,9710027.727873446
-66960128,22590397.42562073
105216256,17667475.184836518
-47184128,-8566787.651419854
-78506240,-1210463.1818967108
-79817216,8302491.945766209
208048128,21577610.405031696
338675456,-19308343.496045932
-283173888,4236006.006926701
-18163968,-6699428.584197965
-118934784,10376234.915151814
-71305984,5229316.861130469
106902528,-12343478.7773761
-4956672,24080153.681971192
7208192,25041127.485085588
274450944,-8406807.922623785
-270738176,23430391.371357426
-221737472,8003983.196159124
-40809216,3678116.4448732445
-88380928,4863671.378213909
132214784,-17868729.617745925
288493056,8322581.788283733
-29093632,-8303046.610336588
204369920,-5638622.752659737
5556224,-578838.680728331
2008320,-1003527.9955089958
